dtype,n,k,tokens,dist,min_m,max_m,avg_m,gflops,kernel
BF16,3072,5120,32768,uniform,341,342,341.3333333333333,1348490.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x128x64_0x0x1_0_nnn_align8_stream_k_2sm_epi_tma
BF16,3072,5120,32768,imbalanced,85,1364,341.3333333333333,1237880.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x128x64_4x1x1_0_nnn_align8_2sm_epi_tma
BF16,3072,5120,65536,uniform,682,683,682.6666666666666,1488280.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x256x64_2x1x1_0_nnn_align8_stream_k_2sm_epi_tma
BF16,3072,5120,65536,imbalanced,170,2728,682.6666666666666,1453400.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x256x64_2x1x1_0_nnn_align8_stream_k_2sm_epi_tma
BF16,4096,7168,32768,uniform,341,342,341.3333333333333,1274110.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x128x64_2x1x1_0_nnn_align8_stream_k_2sm_epi_tma
BF16,4096,7168,32768,imbalanced,85,1364,341.3333333333333,1219130.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x128x64_4x1x1_0_nnn_align8_stream_k_2sm_epi_tma
BF16,4096,7168,65536,uniform,682,683,682.6666666666666,1499050.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x256x64_2x1x1_0_nnn_align8_stream_k_2sm_epi_tma
BF16,4096,7168,65536,imbalanced,170,2728,682.6666666666666,1426650.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_256x256x64_2x1x1_0_nnn_align8_stream_k_2sm_epi_tma
