dtype,n,k,tokens,exp,dist,min_m,max_m,avg_m,swizzle_size,gflops,kernel
BF16,3072,5120,32768,12,uniform,2730,2731,2730.6666666666665,8,1879490.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_2x2x1_0_tnt_align8_2sm_epi_tma
BF16,3072,5120,65536,12,uniform,5461,5462,5461.333333333333,8,1935100.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_4x1x1_0_tnt_align8_stream_k_2sm_epi_tma
BF16,5120,1536,32768,12,uniform,2730,2731,2730.6666666666665,8,1822690.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_2x1x1_0_tnt_align8_stream_k_2sm_epi_tma
BF16,5120,1536,65536,12,uniform,5461,5462,5461.333333333333,8,1875090.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_2x1x1_0_tnt_align8_2sm_epi_tma
BF16,4096,7168,32768,12,uniform,2730,2731,2730.6666666666665,8,1852970.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_2x1x1_0_tnt_align8_stream_k_2sm_epi_tma
BF16,4096,7168,65536,12,uniform,5461,5462,5461.333333333333,8,1918130.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_2x2x1_0_tnt_align8_stream_k_2sm_epi_tma
BF16,7168,2048,32768,12,uniform,2730,2731,2730.6666666666665,8,1849670.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_2x2x1_0_tnt_align8_2sm_epi_tma
BF16,7168,2048,65536,12,uniform,5461,5462,5461.333333333333,8,1905890.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_void_bf16_256x256x64_0x0x1_0_tnt_align8_2sm_epi_tma
