dtype,config,n,k,tokens,dist,min_m,max_m,avg_m,cluster_m,cluster_n,raster,max_sm,use_pdl,gflops_1sm,gflops_2sm,gflops,kernel
RCGrouped-FP8,1SM,6144,2048,30720,uniform,1920,1920,1920.0,4,2,M,-1,1,2056940.0,2780370.0,2780370.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,uniform,1920,1920,1920.0,4,2,M,-1,1,2056940.0,2780370.0,2780370.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,1,1,M,-1,0,2165150.0,0.0,2165150.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,1,1,M,-1,1,2195090.0,0.0,2195090.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,1,M,-1,0,2165150.0,2739420.0,2739420.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,1,M,-1,0,2165150.0,2739420.0,2739420.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,1,M,-1,1,2193800.0,2771150.0,2771150.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,1,M,-1,1,2193800.0,2771150.0,2771150.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,2,M,-1,0,2110670.0,2710890.0,2710890.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,2,M,-1,0,2110670.0,2710890.0,2710890.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,2,M,-1,1,2129440.0,2743930.0,2743930.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,imbalanced,486,7680,1920.0,2,2,M,-1,1,2129440.0,2743930.0,2743930.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,4,2,M,-1,0,2067270.0,2734270.0,2734270.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,imbalanced,486,7680,1920.0,4,2,M,-1,0,2067270.0,2734270.0,2734270.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,30720,imbalanced,486,7680,1920.0,4,2,M,-1,1,2086500.0,2782320.0,2782320.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,30720,imbalanced,486,7680,1920.0,4,2,M,-1,1,2086500.0,2782320.0,2782320.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,1,1,M,-1,0,2312980.0,0.0,2312980.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,1,1,M,-1,1,2330390.0,0.0,2330390.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,2,1,M,-1,0,2313420.0,2929680.0,2929680.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,uniform,3840,3840,3840.0,2,1,M,-1,0,2313420.0,2929680.0,2929680.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,2,1,M,-1,1,2331090.0,2934520.0,2934520.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,uniform,3840,3840,3840.0,2,1,M,-1,1,2331090.0,2934520.0,2934520.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,2,2,M,-1,0,2153330.0,2777210.0,2777210.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,uniform,3840,3840,3840.0,2,2,M,-1,0,2153330.0,2777210.0,2777210.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,2,2,M,-1,1,2158180.0,2770840.0,2770840.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,uniform,3840,3840,3840.0,2,2,M,-1,1,2158180.0,2770840.0,2770840.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,4,2,M,-1,0,2202410.0,2714780.0,2714780.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,uniform,3840,3840,3840.0,4,2,M,-1,0,2202410.0,2714780.0,2714780.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,uniform,3840,3840,3840.0,4,2,M,-1,1,2210630.0,2728790.0,2728790.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,uniform,3840,3840,3840.0,4,2,M,-1,1,2210630.0,2728790.0,2728790.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,1,1,M,-1,0,2259600.0,0.0,2259600.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,1,1,M,-1,1,2277320.0,0.0,2277320.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,1,M,-1,0,2263120.0,2849920.0,2849920.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,1,M,-1,0,2263120.0,2849920.0,2849920.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,1,M,-1,1,2275590.0,2852460.0,2852460.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,1,M,-1,1,2275590.0,2852460.0,2852460.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,2,M,-1,0,2110070.0,2672510.0,2672510.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,2,M,-1,0,2110070.0,2672510.0,2672510.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,2,M,-1,1,2112300.0,2689870.0,2689870.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,imbalanced,1041,15360,3840.0,2,2,M,-1,1,2112300.0,2689870.0,2689870.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,4,2,M,-1,0,2142400.0,2718700.0,2718700.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,imbalanced,1041,15360,3840.0,4,2,M,-1,0,2142400.0,2718700.0,2718700.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,61440,imbalanced,1041,15360,3840.0,4,2,M,-1,1,2150800.0,2724360.0,2724360.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,61440,imbalanced,1041,15360,3840.0,4,2,M,-1,1,2150800.0,2724360.0,2724360.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,1,1,M,-1,0,2370420.0,0.0,2370420.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,1,1,M,-1,1,2379300.0,0.0,2379300.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,2,1,M,-1,0,2371900.0,3008830.0,3008830.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,uniform,7680,7680,7680.0,2,1,M,-1,0,2371900.0,3008830.0,3008830.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,2,1,M,-1,1,2375560.0,3022810.0,3022810.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,uniform,7680,7680,7680.0,2,1,M,-1,1,2375560.0,3022810.0,3022810.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,2,2,M,-1,0,2183130.0,2850980.0,2850980.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,uniform,7680,7680,7680.0,2,2,M,-1,0,2183130.0,2850980.0,2850980.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,2,2,M,-1,1,2188430.0,2855330.0,2855330.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,uniform,7680,7680,7680.0,2,2,M,-1,1,2188430.0,2855330.0,2855330.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,4,2,M,-1,0,2275410.0,2867910.0,2867910.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,uniform,7680,7680,7680.0,4,2,M,-1,0,2275410.0,2867910.0,2867910.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,uniform,7680,7680,7680.0,4,2,M,-1,1,2250230.0,2874890.0,2874890.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,uniform,7680,7680,7680.0,4,2,M,-1,1,2250230.0,2874890.0,2874890.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,1,1,M,-1,0,2361280.0,0.0,2361280.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,1,1,M,-1,1,2372940.0,0.0,2372940.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,1,M,-1,0,2362630.0,2998260.0,2998260.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,1,M,-1,0,2362630.0,2998260.0,2998260.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,1,M,-1,1,2371800.0,3002370.0,3002370.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,1,M,-1,1,2371800.0,3002370.0,3002370.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,2,M,-1,0,2196460.0,2799500.0,2799500.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,2,M,-1,0,2196460.0,2799500.0,2799500.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,2,M,-1,1,2199260.0,2805450.0,2805450.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,imbalanced,2064,30720,7680.0,2,2,M,-1,1,2199260.0,2805450.0,2805450.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,4,2,M,-1,0,2241630.0,2855650.0,2855650.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,imbalanced,2064,30720,7680.0,4,2,M,-1,0,2241630.0,2855650.0,2855650.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,122880,imbalanced,2064,30720,7680.0,4,2,M,-1,1,2270540.0,2863450.0,2863450.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,122880,imbalanced,2064,30720,7680.0,4,2,M,-1,1,2270540.0,2863450.0,2863450.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,1,1,M,-1,0,2392580.0,0.0,2392580.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,1,1,M,-1,1,2394710.0,0.0,2394710.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,2,1,M,-1,0,2416020.0,3064490.0,3064490.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,uniform,15360,15360,15360.0,2,1,M,-1,0,2416020.0,3064490.0,3064490.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,2,1,M,-1,1,2431920.0,3045270.0,3045270.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,uniform,15360,15360,15360.0,2,1,M,-1,1,2431920.0,3045270.0,3045270.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,2,2,M,-1,0,2228200.0,2869510.0,2869510.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,uniform,15360,15360,15360.0,2,2,M,-1,0,2228200.0,2869510.0,2869510.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,2,2,M,-1,1,2205480.0,2818990.0,2818990.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,uniform,15360,15360,15360.0,2,2,M,-1,1,2205480.0,2818990.0,2818990.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,4,2,M,-1,0,2315530.0,2927810.0,2927810.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,uniform,15360,15360,15360.0,4,2,M,-1,0,2315530.0,2927810.0,2927810.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,uniform,15360,15360,15360.0,4,2,M,-1,1,2320460.0,2866350.0,2866350.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,uniform,15360,15360,15360.0,4,2,M,-1,1,2320460.0,2866350.0,2866350.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,1,1,M,-1,0,2403140.0,0.0,2403140.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,1,1,M,-1,1,2402140.0,0.0,2402140.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,1,M,-1,0,2389240.0,2999660.0,2999660.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,1,M,-1,0,2389240.0,2999660.0,2999660.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,1,M,-1,1,2389690.0,3036400.0,3036400.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,1,M,-1,1,2389690.0,3036400.0,3036400.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,2,M,-1,0,2203330.0,2781750.0,2781750.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,2,M,-1,0,2203330.0,2781750.0,2781750.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,2,M,-1,1,2221300.0,2826640.0,2826640.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,imbalanced,4018,61440,15360.0,2,2,M,-1,1,2221300.0,2826640.0,2826640.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,4,2,M,-1,0,2270780.0,2839190.0,2839190.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,imbalanced,4018,61440,15360.0,4,2,M,-1,0,2270780.0,2839190.0,2839190.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,245760,imbalanced,4018,61440,15360.0,4,2,M,-1,1,2267500.0,2840730.0,2840730.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,245760,imbalanced,4018,61440,15360.0,4,2,M,-1,1,2267500.0,2840730.0,2840730.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,1,1,M,-1,0,2256560.0,0.0,2256560.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,1,1,M,-1,1,2273620.0,0.0,2273620.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,2,1,M,-1,0,2296810.0,3027840.0,3027840.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,uniform,30720,30720,30720.0,2,1,M,-1,0,2296810.0,3027840.0,3027840.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,2,1,M,-1,1,2257980.0,3026900.0,3026900.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,uniform,30720,30720,30720.0,2,1,M,-1,1,2257980.0,3026900.0,3026900.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,2,2,M,-1,0,2204950.0,2785610.0,2785610.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,uniform,30720,30720,30720.0,2,2,M,-1,0,2204950.0,2785610.0,2785610.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,2,2,M,-1,1,2176800.0,2797860.0,2797860.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,uniform,30720,30720,30720.0,2,2,M,-1,1,2176800.0,2797860.0,2797860.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,4,2,M,-1,0,2299340.0,2940580.0,2940580.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,uniform,30720,30720,30720.0,4,2,M,-1,0,2299340.0,2940580.0,2940580.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,uniform,30720,30720,30720.0,4,2,M,-1,1,2325890.0,2836820.0,2836820.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,uniform,30720,30720,30720.0,4,2,M,-1,1,2325890.0,2836820.0,2836820.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,1,1,M,-1,0,2259970.0,0.0,2259970.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,1,1,M,-1,1,2255870.0,0.0,2255870.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,1,M,-1,0,2276880.0,2994940.0,2994940.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,1,M,-1,0,2276880.0,2994940.0,2994940.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,1,M,-1,1,2403640.0,3071470.0,3071470.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,1,M,-1,1,2403640.0,3071470.0,3071470.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,2,M,-1,0,2184960.0,2837250.0,2837250.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,2,M,-1,0,2184960.0,2837250.0,2837250.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,2,M,-1,1,2190060.0,2900020.0,2900020.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,imbalanced,8954,122880,30720.0,2,2,M,-1,1,2190060.0,2900020.0,2900020.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,4,2,M,-1,0,2308930.0,2937270.0,2937270.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,imbalanced,8954,122880,30720.0,4,2,M,-1,0,2308930.0,2937270.0,2937270.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,1SM,6144,2048,491520,imbalanced,8954,122880,30720.0,4,2,M,-1,1,2242880.0,2804080.0,2804080.0,92_blackwell_moe_gemm_rcgrouped
RCGrouped-FP8,2SM,6144,2048,491520,imbalanced,8954,122880,30720.0,4,2,M,-1,1,2242880.0,2804080.0,2804080.0,92_blackwell_moe_gemm_rcgrouped
