dtype,n,k,tokens,dist,min_m,max_m,avg_m,gflops,kernel
BF16,3072,5120,32768,imbalanced,85,1364,341.3333333333333,1209190.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_f32_bf16_128x128x64_1x1x1_0_tnn_align8_stream_k_mixed_cpasync_1sm
BF16,3072,5120,32768,imbalanced,85,1364,341.3333333333333,1011590.0,cutlass3x_sm100_tensorop_gemm_grouped_bf16_bf16_f32_bf16_bf16_128x128x64_1x1x1_0_tnn_align8_stream_k_1sm
