dtype,n,k,tokens,dist,min_m,max_m,avg_m,gflops,kernel
BF16,3072,5120,32768,uniform,341,342,341.3333333333333,1265190.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x192x64_1x1x1_0_tnn_align8_mixed_cpasync_1sm
BF16,3072,5120,32768,imbalanced,85,1364,341.3333333333333,1249100.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x192x64_1x1x1_0_tnn_align8_stream_k_mixed_cpasync_1sm
BF16,3072,5120,65536,uniform,682,683,682.6666666666666,1372020.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x192x64_1x1x1_0_tnn_align8_mixed_cpasync_1sm
BF16,3072,5120,65536,imbalanced,170,2728,682.6666666666666,1429480.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x192x64_1x1x1_0_tnn_align8_stream_k_mixed_cpasync_1sm
BF16,4096,7168,32768,uniform,341,342,341.3333333333333,1180790.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x128x64_1x1x1_0_tnn_align8_stream_k_mixed_cpasync_1sm
BF16,4096,7168,32768,imbalanced,85,1364,341.3333333333333,1229110.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x192x64_1x1x1_0_tnn_align8_stream_k_mixed_cpasync_1sm
BF16,4096,7168,65536,uniform,682,683,682.6666666666666,1362290.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x256x64_1x1x1_0_tnn_align8_mixed_cpasync_1sm
BF16,4096,7168,65536,imbalanced,170,2728,682.6666666666666,1354530.0,cutlass3x_sm100_tensorop_moe_gemm_bf16_bf16_f32_void_bf16_128x192x64_1x1x1_0_tnn_align8_stream_k_mixed_cpasync_1sm
